candidate_id,country_code,raw_city,canonical_city_name,parenthetical_reference,match_key,status,matched_city_id,matched_city_name,notes
be_013,BE,Antwerpen,Antwerp,,antwerp,CITY_MATCHED,4de2e02c-0e95-443b-9319-d1ff935a114c,Antwerp,BE language-variant normalization: 'Antwerpen' -> 'Antwerp' (matches existing production spelling convention).
be_014,BE,Antwerpen,Antwerp,,antwerp,CITY_MATCHED,4de2e02c-0e95-443b-9319-d1ff935a114c,Antwerp,BE language-variant normalization: 'Antwerpen' -> 'Antwerp' (matches existing production spelling convention).
be_015,BE,Antwerpen,Antwerp,,antwerp,CITY_MATCHED,4de2e02c-0e95-443b-9319-d1ff935a114c,Antwerp,BE language-variant normalization: 'Antwerpen' -> 'Antwerp' (matches existing production spelling convention).
be_016,BE,Antwerpen,Antwerp,,antwerp,CITY_MATCHED,4de2e02c-0e95-443b-9319-d1ff935a114c,Antwerp,BE language-variant normalization: 'Antwerpen' -> 'Antwerp' (matches existing production spelling convention).
be_017,BE,Antwerpen,Antwerp,,antwerp,CITY_MATCHED,4de2e02c-0e95-443b-9319-d1ff935a114c,Antwerp,BE language-variant normalization: 'Antwerpen' -> 'Antwerp' (matches existing production spelling convention).
be_018,BE,Sint-Katelijne-Waver,Sint-Katelijne-Waver,,sint katelijne waver,CITY_MISSING,,,
be_019,BE,Lichtaart (Kasterlee),Lichtaart,Kasterlee,lichtaart,CITY_MISSING,,,"Parenthetical '(Kasterlee)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Lichtaart' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_020,BE,Turnhout,Turnhout,,turnhout,CITY_MISSING,,,
be_021,BE,Hulshout,Hulshout,,hulshout,CITY_MISSING,,,
be_022,BE,Geel,Geel,,geel,CITY_MISSING,,,
be_023,BE,Lier,Lier,,lier,CITY_MISSING,,,
be_024,BE,Mechelen,Mechelen,,mechelen,CITY_MISSING,,,
be_025,BE,Borgerhout (Antwerpen),Borgerhout,Antwerpen,borgerhout,CITY_MISSING,,,"Parenthetical '(Antwerpen)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Borgerhout' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_026,BE,Wommelgem,Wommelgem,,wommelgem,CITY_MISSING,,,
be_027,BE,Kontich,Kontich,,kontich,CITY_MISSING,,,
be_028,BE,Ouwegem (Kruisem),Ouwegem,Kruisem,ouwegem,CITY_MISSING,,,"Parenthetical '(Kruisem)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Ouwegem' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_029,BE,Zele,Zele,,zele,CITY_MISSING,,,
be_030,BE,Aalst,Aalst,,aalst,CITY_MISSING,,,
be_031,BE,Lotenhulle (Aalter),Lotenhulle,Aalter,lotenhulle,CITY_MISSING,,,"Parenthetical '(Aalter)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Lotenhulle' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_032,BE,Gent,Ghent,,ghent,CITY_MATCHED,dc860991-6378-420f-9e94-7c8a851ef2b8,Ghent,BE language-variant normalization: 'Gent' -> 'Ghent' (matches existing production spelling convention).
be_033,BE,Gent,Ghent,,ghent,CITY_MATCHED,dc860991-6378-420f-9e94-7c8a851ef2b8,Ghent,BE language-variant normalization: 'Gent' -> 'Ghent' (matches existing production spelling convention).
be_034,BE,Waasmunster,Waasmunster,,waasmunster,CITY_MISSING,,,
be_035,BE,Sint-Denijs-Westrem (Gent),Sint-Denijs-Westrem,Gent,sint denijs westrem,CITY_MISSING,,,"Parenthetical '(Gent)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Denijs-Westrem' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_036,BE,Koewacht (Sint-Gillis-Waas),Koewacht,Sint-Gillis-Waas,koewacht,CITY_MISSING,,,"Parenthetical '(Sint-Gillis-Waas)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Koewacht' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_037,BE,Bazel (Kruibeke),Bazel,Kruibeke,bazel,CITY_MISSING,,,"Parenthetical '(Kruibeke)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Bazel' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_038,BE,Nieuwkerken-Waas (Sint-Niklaas),Nieuwkerken-Waas,Sint-Niklaas,nieuwkerken waas,CITY_MISSING,,,"Parenthetical '(Sint-Niklaas)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Nieuwkerken-Waas' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_040,BE,Gentbrugge (Gent),Gentbrugge,Gent,gentbrugge,CITY_MISSING,,,"Parenthetical '(Gent)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Gentbrugge' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_041,BE,Zedelgem,Zedelgem,,zedelgem,CITY_MISSING,,,
be_042,BE,Knokke(-Heist),Knokke-Heist,,knokke heist,CITY_MATCHED,7f38fb1d-beb8-4c56-947a-2f8019837d52,Knokke-Heist,
be_043,BE,Sint-Idesbald (Koksijde),Sint-Idesbald,Koksijde,sint idesbald,CITY_MISSING,,,"Parenthetical '(Koksijde)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Idesbald' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_044,BE,Damme,Damme,,damme,CITY_MISSING,,,
be_045,BE,Sint-Kruis (Brugge),Sint-Kruis,Brugge,sint kruis,CITY_MISSING,,,"Parenthetical '(Brugge)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Kruis' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_046,BE,Oostende,Oostende,,oostende,CITY_MISSING,,,
be_047,BE,Elverdinge (Ieper),Elverdinge,Ieper,elverdinge,CITY_MISSING,,,"Parenthetical '(Ieper)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Elverdinge' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_048,BE,Sint-Denijs (Zwevegem),Sint-Denijs,Zwevegem,sint denijs,CITY_MISSING,,,"Parenthetical '(Zwevegem)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Denijs' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_049,BE,Brugge,Bruges,,bruges,CITY_MATCHED,9c2f6d51-b087-4790-9f31-90f2ce8b3b6c,Bruges,BE language-variant normalization: 'Brugge' -> 'Bruges' (matches existing production spelling convention).
be_050,BE,Marke (Kortrijk),Marke,Kortrijk,marke,CITY_MISSING,,,"Parenthetical '(Kortrijk)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Marke' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_051,BE,Brugge,Bruges,,bruges,CITY_MATCHED,9c2f6d51-b087-4790-9f31-90f2ce8b3b6c,Bruges,BE language-variant normalization: 'Brugge' -> 'Bruges' (matches existing production spelling convention).
be_052,BE,Knokke(-Heist),Knokke-Heist,,knokke heist,CITY_MATCHED,7f38fb1d-beb8-4c56-947a-2f8019837d52,Knokke-Heist,
be_053,BE,Kortrijk,Kortrijk,,kortrijk,CITY_MISSING,,,
be_054,BE,Marke (Kortrijk),Marke,Kortrijk,marke,CITY_MISSING,,,"Parenthetical '(Kortrijk)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Marke' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_055,BE,Oudenburg,Oudenburg,,oudenburg,CITY_MISSING,,,
be_056,BE,Brugge,Bruges,,bruges,CITY_MATCHED,9c2f6d51-b087-4790-9f31-90f2ce8b3b6c,Bruges,BE language-variant normalization: 'Brugge' -> 'Bruges' (matches existing production spelling convention).
be_057,BE,De Panne,De Panne,,de panne,CITY_MISSING,,,
be_058,BE,Tongeren,Tongeren,,tongeren,CITY_MISSING,,,
be_059,BE,Ordingen (Sint-Truiden),Ordingen,Sint-Truiden,ordingen,CITY_MISSING,,,"Parenthetical '(Sint-Truiden)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Ordingen' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_060,BE,Genk,Genk,,genk,CITY_MISSING,,,
be_061,BE,Tongeren,Tongeren,,tongeren,CITY_MISSING,,,
be_062,BE,Sint-Martens-Voeren,Sint-Martens-Voeren,,sint martens voeren,CITY_MISSING,,,
be_063,BE,Dilsen(-Stokkem),Dilsen-Stokkem,,dilsen stokkem,CITY_MISSING,,,
be_064,BE,Zonhoven,Zonhoven,,zonhoven,CITY_MISSING,,,
be_065,BE,Hasselt,Hasselt,,hasselt,CITY_MISSING,,,
be_066,BE,Genk,Genk,,genk,CITY_MISSING,,,
be_067,BE,Opglabbeek,Opglabbeek,,opglabbeek,CITY_MATCHED,609a8582-4571-4b69-9ddf-ed9e2ed71b62,Opglabbeek,
be_068,BE,Hasselt,Hasselt,,hasselt,CITY_MISSING,,,
be_069,BE,Tienen,Tienen,,tienen,CITY_MISSING,,,
be_075,BE,Sint-Martens-Bodegem (Dilbeek),Sint-Martens-Bodegem,Dilbeek,sint martens bodegem,CITY_MISSING,,,"Parenthetical '(Dilbeek)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Sint-Martens-Bodegem' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_076,BE,Heverlee (Leuven),Heverlee,Leuven,heverlee,CITY_MISSING,,,"Parenthetical '(Leuven)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Heverlee' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_077,BE,Leefdaal (Bertem),Leefdaal,Bertem,leefdaal,CITY_MISSING,,,"Parenthetical '(Bertem)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Leefdaal' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_078,BE,Bruxelles,Brussels,,brussels,CITY_MATCHED,4967ac0e-64af-4fe0-afa2-3acaa20ef5e5,Brussels,BE language-variant normalization: 'Bruxelles' -> 'Brussels' (matches existing production spelling convention).
be_079,BE,Woluwe-Saint-Lambert,Woluwe-Saint-Lambert,,woluwe saint lambert,CITY_MISSING,,,
be_080,BE,Bruxelles,Brussels,,brussels,CITY_MATCHED,4967ac0e-64af-4fe0-afa2-3acaa20ef5e5,Brussels,BE language-variant normalization: 'Bruxelles' -> 'Brussels' (matches existing production spelling convention).
be_081,BE,Ixelles,Ixelles,,ixelles,CITY_MISSING,,,
be_082,BE,Ixelles,Ixelles,,ixelles,CITY_MISSING,,,
be_084,BE,Bruxelles,Brussels,,brussels,CITY_MATCHED,4967ac0e-64af-4fe0-afa2-3acaa20ef5e5,Brussels,BE language-variant normalization: 'Bruxelles' -> 'Brussels' (matches existing production spelling convention).
be_085,BE,Blaregnies (Quévy),Blaregnies,Quévy,blaregnies,CITY_MISSING,,,"Parenthetical '(Quévy)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Blaregnies' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_086,BE,Flobecq,Flobecq,,flobecq,CITY_MISSING,,,
be_087,BE,Quévy-le-Grand (Quévy),Quévy-le-Grand,Quévy,quevy le grand,CITY_MISSING,,,"Parenthetical '(Quévy)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Quévy-le-Grand' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_088,BE,Roucourt (Péruwelz),Roucourt,Péruwelz,roucourt,CITY_MISSING,,,"Parenthetical '(Péruwelz)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Roucourt' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_089,BE,Seneffe,Seneffe,,seneffe,CITY_MISSING,,,
be_090,BE,Liège,Liège,,liege,CITY_MISSING,,,
be_092,BE,Soheit-Tinlot,Soheit-Tinlot,,soheit tinlot,CITY_MISSING,,,
be_093,BE,Francorchamps (Stavelot),Francorchamps,Stavelot,francorchamps,CITY_MISSING,,,"Parenthetical '(Stavelot)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Francorchamps' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_094,BE,Saint-Vith,Saint-Vith,,saint vith,CITY_MISSING,,,
be_096,BE,Liège,Liège,,liege,CITY_MISSING,,,
be_098,BE,Saint-Vith,Saint-Vith,,saint vith,CITY_MISSING,,,
be_099,BE,Beuzet,Beuzet,,beuzet,CITY_MISSING,,,
be_100,BE,Bouge,Bouge,,bouge,CITY_MISSING,,,
be_101,BE,Dave,Dave,,dave,CITY_MISSING,,,
be_102,BE,Emptinne,Emptinne,,emptinne,CITY_MISSING,,,
be_103,BE,Namur,Namur,,namur,CITY_MISSING,,,
be_104,BE,Temploux,Temploux,,temploux,CITY_MISSING,,,
be_105,BE,Villers-sur-Lesse,Villers-sur-Lesse,,villers sur lesse,CITY_MISSING,,,
be_106,BE,Ohain (Lasne),Ohain,Lasne,ohain,CITY_MISSING,,,"Parenthetical '(Lasne)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Ohain' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_107,BE,Braine-l'Alleud,Braine-l'Alleud,,braine l alleud,CITY_MISSING,,,
be_108,BE,Braine-l'Alleud,Braine-l'Alleud,,braine l alleud,CITY_MISSING,,,
be_109,BE,Braine-le-Château,Braine-le-Château,,braine le chateau,CITY_MISSING,,,
be_110,BE,Jodoigne,Jodoigne,,jodoigne,CITY_MISSING,,,
be_111,BE,Arlon,Arlon,,arlon,CITY_MISSING,,,
be_112,BE,Durbuy,Durbuy,,durbuy,CITY_MISSING,,,
be_113,BE,Grandhan (Durbuy),Grandhan,Durbuy,grandhan,CITY_MISSING,,,"Parenthetical '(Durbuy)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Grandhan' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_114,BE,Marche-en-Famenne,Marche-en-Famenne,,marche en famenne,CITY_MISSING,,,
be_115,BE,Marenne (Hotton),Marenne,Hotton,marenne,CITY_MISSING,,,"Parenthetical '(Hotton)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Marenne' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
be_116,BE,Paliseul,Paliseul,,paliseul,CITY_MISSING,,,
be_117,BE,Wéris (Durbuy),Wéris,Durbuy,weris,CITY_MISSING,,,"Parenthetical '(Durbuy)' treated as nearby-place reference only, not used for matching or city creation -- primary name 'Wéris' is the actual municipality (evidence-based rule, confirmed against 4 cases in the location spike: Elverdinge/Ieper, Lichtaart/Kasterlee, Sint-Kruis/Brugge, Eghezee/Liernu)."
fr_0001,FR,Villeneuve-d'Ascq,Villeneuve-d'Ascq,,villeneuve d ascq,CITY_MISSING,,,
fr_0002,FR,Croix,Croix,,croix,CITY_MISSING,,,
fr_0004,FR,Lille,Lille,,lille,CITY_MISSING,,,
fr_0005,FR,Boeschepe,Boeschepe,,boeschepe,CITY_MISSING,,,
fr_0006,FR,Lille,Lille,,lille,CITY_MISSING,,,
fr_0007,FR,Lille,Lille,,lille,CITY_MISSING,,,
fr_0008,FR,Cassel,Cassel,,cassel,CITY_MISSING,,,
fr_0009,FR,Bry,Bry,,bry,CITY_MISSING,,,
fr_0010,FR,Saint-Omer,Saint-Omer,,saint omer,CITY_MISSING,,,
fr_0011,FR,Busnes,Busnes,,busnes,CITY_MISSING,,,
fr_0012,FR,La Madelaine-sous-Montreuil,La Madelaine-sous-Montreuil,,la madelaine sous montreuil,CITY_MISSING,,,
fr_0013,FR,Trosly-Loire,Trosly-Loire,,trosly loire,CITY_MISSING,,,
fr_0014,FR,Malling,Malling,,malling,CITY_MISSING,,,
fr_0015,FR,Montenach,Montenach,,montenach,CITY_MISSING,,,
fr_0016,FR,Courcelles-sur-Vesle,Courcelles-sur-Vesle,,courcelles sur vesle,CITY_MISSING,,,
fr_0017,FR,Reims,Tinqueux,,tinqueux,CITY_MISSING,,,"SPIKE-VERIFIED: Michelin/screenshot source labels this 'Reims', but the restaurant's true commune is Tinqueux (confirmed via postal code 51430 and independent address corroboration in the location spike, see ../michelin_location_spike/enriched_results.csv candidate fr_0017). Using the verified commune, not the Michelin source label."
fr_0018,FR,Reims,Reims,,reims,CITY_MISSING,,,
fr_0019,FR,Reims,Reims,,reims,CITY_MISSING,,,
fr_0020,FR,Reims,Reims,,reims,CITY_MISSING,,,
fr_0021,FR,Reims,Reims,,reims,CITY_MISSING,,,
fr_0022,FR,Hagondange,Hagondange,,hagondange,CITY_MISSING,,,
fr_0023,FR,Montchenot,Montchenot,,montchenot,CITY_MISSING,,,
fr_0024,FR,Champillon,Champillon,,champillon,CITY_MISSING,,,
fr_0025,FR,Étouy,Étouy,,etouy,CITY_MISSING,,,
fr_0026,FR,Metz,Metz,,metz,CITY_MISSING,,,
fr_0028,FR,Dieppe,Dieppe,,dieppe,CITY_MISSING,,,
fr_0029,FR,Vinay,Vinay,,vinay,CITY_MISSING,,,
fr_0030,FR,Châlons-en-Champagne,Châlons-en-Champagne,,chalons en champagne,CITY_MISSING,,,
fr_0031,FR,Chantilly,Chantilly,,chantilly,CITY_MISSING,,,
fr_0032,FR,Faulquemont,Faulquemont,,faulquemont,CITY_MISSING,,,
fr_0033,FR,Sarreguemines,Sarreguemines,,sarreguemines,CITY_MISSING,,,
fr_0034,FR,Belle-Église,Belle-Église,,belle eglise,CITY_MISSING,,,
fr_0035,FR,Lyons-la-Forêt,Lyons-la-Forêt,,lyons la foret,CITY_MISSING,,,
fr_0036,FR,Couilly-Pont-aux-Dames,Couilly-Pont-aux-Dames,,couilly pont aux dames,CITY_MISSING,,,
fr_0038,FR,Rouen,Rouen,,rouen,CITY_MISSING,,,
fr_0039,FR,Nancy,Nancy,,nancy,CITY_MISSING,,,
fr_0040,FR,Wingen-sur-Moder,Wingen-sur-Moder,,wingen sur moder,CITY_MISSING,,,
fr_0041,FR,Villeneuve-le-Comte,Villeneuve-le-Comte,,villeneuve le comte,CITY_MISSING,,,
fr_0042,FR,Valmont,Valmont,,valmont,CITY_MISSING,,,
fr_0043,FR,Montreuil,Montreuil,,montreuil,CITY_MISSING,,,
fr_0044,FR,Baerenthal,Baerenthal,,baerenthal,CITY_MISSING,,,
fr_0045,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0046,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0047,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0048,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0049,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0050,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0051,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0052,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0053,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0054,FR,Vincennes,Vincennes,,vincennes,CITY_MISSING,,,
fr_0055,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0056,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0057,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0058,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0059,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0060,FR,Languimberg,Languimberg,,languimberg,CITY_MISSING,,,
fr_0061,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0062,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0063,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0064,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0065,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0066,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0067,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0068,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0069,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0071,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0072,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0073,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0074,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0075,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0076,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0077,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0078,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0079,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
fr_0080,FR,Paris,Paris,,paris,CITY_MATCHED,54ae8294-e4cf-474e-9848-be81f7d9b945,Paris,
